;Veroeffentlichungs-Nummer;Erfinder;Anmelder/Inhaber
2009;WO002020143854A2;YANG XINYING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2010;WO002020143854A2;YU BENQUAN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2011;WO002020143854A2;ZHANG YUAN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2012;WO002020143853A2;ZHUO HAIZHEN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2013;WO002020143852A2;ZHUO HAIZHEN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2014;WO002020142603A1;DIKHIT JITENDRA SINGH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2015;WO002020142603A1;EBY ALARIC M, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2016;WO002020142603A1;FERENCZI ANDRAS L, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2017;WO002020142603A1;KUMAR ASHISH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2018;WO002020142603A1;MARDIKAR UPENDRA, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2019;WO002020142469A1;SARIN PANKAJ, US;PAYPAL INC, US
2020;WO002020139965A1;MANIYAR VIDIT, US;PAYPAL INC, US
2021;WO002020139965A1;SHUKLA ARJUN, US;PAYPAL INC, US
2022;WO002020139765A1;LI MIN, CN;ALIBABA GROUP HOLDING LTD, US
2023;WO002020131260A1;DAVIS STEVEN, US;MASTERCARD INTERNATIONAL INC, US
2024;WO002020131260A1;YADAV RAKESH, US;MASTERCARD INTERNATIONAL INC, US
2025;WO002020126558A1;BERTRAND JAN, DE;SIEMENS AG, DE
2026;WO002020126558A1;CANPOLAT BARIS, DE;SIEMENS AG, DE
2027;WO002020126558A1;ENGLER ROMANA, DE;SIEMENS AG, DE
2028;WO002020126558A1;FLACH BENCE, HU;SIEMENS AG, DE
2029;WO002020126558A1;HAACK MARTIN, DE;SIEMENS AG, DE
2030;WO002020126558A1;LOEBEN MARKUS, DE;SIEMENS AG, DE
2031;WO002020126558A1;SERTL DANIEL, DE;SIEMENS AG, DE
2032;WO002020123638A1;DAO TUAN, US;JPMORGAN CHASE BANK NA, US
2033;WO002020123591A1;FERENCZI ANDRAS L, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2034;WO002020123591A1;GALE DALLAS L, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2035;WO002020123591A1;JADHAV NILESH Y, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2036;WO002020123591A1;NAIK HARISH R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2037;WO002020123166A1;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, US
2038;WO002020123160A1;LIN LI, CN;ALIBABA GROUP HOLDING LTD, US
2039;WO002020117863A1;SARIN PANKAJ, US;PAYPAL INC, US
2040;WO002020117314A1;BHAMIDIPATI VENKATA SIVA VIJAYENDRA, US;EBAY INC, US
2041;WO002020117314A1;CHAMORRO DEREK, US;EBAY INC, US
2042;WO002020117314A1;CHAN MICHAEL, US;EBAY INC, US
2043;WO002020117314A1;JAIN ARPIT, US;EBAY INC, US
2044;WO002020117314A1;MURTHY ASHOK SRINIVASA, US;EBAY INC, US
2045;WO002020113081A1;SARIN PANKAJ, US;PAYPAL INC, US
2046;WO002020109907A1;DAVIES JACK OWEN, GB;NCHAIN HOLDINGS LTD, AG
2047;WO002020109907A1;TARTAN CHLOE CEREN, GB;NCHAIN HOLDINGS LTD, AG
2048;WO002020109907A1;VAUGHAN OWEN, GB;NCHAIN HOLDINGS LTD, AG
2049;WO002020109907A1;WRIGHT CRAIG STEVEN, GB;NCHAIN HOLDINGS LTD, AG
2050;WO002020106507A1;MERCURI MARC EDWARD, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2051;WO002020106507A1;SHUKLA RAJ SHEKHAR, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2052;WO002020106507A1;VORA PAAYAL, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2053;WO002020106374A1;CHAUMAN VED PRATAP, IN;MASTERCARD INTERNATIONAL INC, US
2054;WO002020106374A1;KUMAWAT JAIPAL SINGH, IN;MASTERCARD INTERNATIONAL INC, US
2055;WO002020106374A1;MEHROTRA VIPUL, IN;MASTERCARD INTERNATIONAL INC, US
2056;WO002020102432A1;BAUERSCHMIDT PAUL, US;COINBASE INC, US
2057;WO002020102432A1;KAVANAGH KYLE D, US;COINBASE INC, US
2058;WO002020098845A2;PENG YUJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2059;WO002020098842A2;XU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2060;WO002020098841A2;XU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2061;WO002020098840A2;PENG YUJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2062;WO002020098839A2;PENG YUJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2063;WO002020098838A2;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2064;WO002020098838A2;YE GUOJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2065;WO002020098838A2;ZHOU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2066;WO002020098837A2;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2067;WO002020098837A2;YE GUOJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2068;WO002020098837A2;ZHOU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2069;WO002020098836A2;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2070;WO002020098836A2;YE GUOJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2071;WO002020098836A2;ZHOU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2072;WO002020098835A2;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2073;WO002020098835A2;SHAO JIAYI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2074;WO002020098834A2;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2075;WO002020098834A2;YE GUOJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2076;WO002020098834A2;ZHOU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2077;WO002020098833A2;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2078;WO002020098833A2;YE GUOJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2079;WO002020098833A2;ZHOU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2080;WO002020098832A2;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2081;WO002020098832A2;SHAO JIAYI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2082;WO002020098832A2;YE GUOJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2083;WO002020098824A2;CHENG LONG, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2084;WO002020098824A2;LI YANPENG, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2085;WO002020098820A2;HE JIAHUA, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2086;WO002020098820A2;YU BENQUAN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2087;WO002020098819A2;HE JIAHUA, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2088;WO002020098819A2;YU BENQUAN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2089;WO002020098818A2;LU ZHONGHAO, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2090;WO002020098817A2;LU ZHONGHAO, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2091;WO002020098816A2;XU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2092;WO002020098815A2;SHAO JIAYI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2093;WO002020097535A1;LUCAS SCOTT ANDREW, US;JPMORGAN CHASE BANK NA, US
2094;WO002020097535A1;MOY CHRISTINE, US;JPMORGAN CHASE BANK NA, US
2095;WO002020097533A1;HURRY SIMON J, US;VISA INT SERVICE ASS, US
2096;WO002020097533A1;PIERRE ALEXANDRE, US;VISA INT SERVICE ASS, US
2097;WO002020097198A1;ABDI TAGHI ABAD FARDIN, US;CAPITAL ONE SERVICES LLC, US
2098;WO002020097198A1;FARIVAR REZA, US;CAPITAL ONE SERVICES LLC, US
2099;WO002020097198A1;GOODSITT JEREMY EDWARD, US;CAPITAL ONE SERVICES LLC, US
2100;WO002020097198A1;WALTERS AUSTIN GRANT, US;CAPITAL ONE SERVICES LLC, US
2101;WO002020096729A1;DAVIS STEVEN CHARLES, US;MASTERCARD INTERNATIONAL INC, US
2102;WO002020096713A1;BHAMIDIPATI VENKATA SIVA VIJAYENDRA, US;EBAY INC, US
2103;WO002020096713A1;CHAMORRO DEREK, US;EBAY INC, US
2104;WO002020096713A1;CHAN MICHAEL, US;EBAY INC, US
2105;WO002020096713A1;JAIN ARPIT, US;EBAY INC, US
2106;WO002020091841A1;BANKSTON MICHAEL STEVEN, US;VISA INT SERVICE ASS, US
2107;WO002020091841A1;FRIEND ERIK, US;VISA INT SERVICE ASS, US
2108;WO002020091841A1;WALD JERRY, US;VISA INT SERVICE ASS, US
2109;WO002020083630A1;AIGNER TOBIAS, DE;SIEMENS AG, DE
2110;WO002020083630A1;SAUER MARKUS, DE;SIEMENS AG, DE
2111;WO002020083630A1;ZUPAN NEJC, DE;SIEMENS AG, DE
2112;WO002020083629A1;ASCHAUER HANS, DE;SIEMENS AG, DE
2113;WO002020083629A1;DE SANTIS FABRIZIO, DE;SIEMENS AG, DE
2114;WO002020083629A1;FRIES STEFFEN, DE;SIEMENS AG, DE
2115;WO002020079017A1;SAUER MARKUS, DE;SIEMENS AG, DE
2116;WO002020079017A1;ZUPAN NEJC, DE;SIEMENS AG, DE
2117;WO002020077099A1;FABARA PAUL, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2118;WO002020077099A1;ROSSEAU BOB, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2119;WO002020076617A1;DATHRIKA MAHESH KUMAR, US;EBAY INC, US
2120;WO002020076617A1;PIERCEY DYLAN NELSON JAMIE, US;EBAY INC, US
2121;WO002020076617A1;RAWLINGS MICHAEL, US;EBAY INC, US
2122;WO002020076617A1;SEMENOV DMYTRO, US;EBAY INC, US
2123;WO002020076535A1;BHAMIDIPATI VENKATA SIVA VIJAYENDRA, US;EBAY INC, US
2124;WO002020076535A1;CHAMORRO DEREK, US;EBAY INC, US
2125;WO002020076535A1;CHAN MICHAEL, US;EBAY INC, US
2126;WO002020076535A1;JAIN ARPIT, US;EBAY INC, US
2127;WO002020072160A1;ANGEL SEBASTIAN, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2128;WO002020072160A1;GUPTA TRINABH, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2129;WO002020072160A1;LEE JONATHAN D, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2130;WO002020072160A1;SETTY SRINATH T V, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2131;WO002020068534A1;GROARKE PETER, IE;MASTERCARD INTERNATIONAL INC, US
2132;WO002020065460A1;VAUGHAN OWEN, GB;NCHAIN HOLDINGS LTD, AG
2133;WO002020064962A1;ANDREINA SÉBASTIEN, DE;NEC LABORATORIES EUROPE GMBH, DE
2134;WO002020064962A1;KARAME GHASSAN, DE;NEC LABORATORIES EUROPE GMBH, DE
2135;WO002020064962A1;LI WENTING, DE;NEC LABORATORIES EUROPE GMBH, DE
2136;WO002020064962A1;MARSON GIORGIA AZZURRA, DE;NEC LABORATORIES EUROPE GMBH, DE
2137;WO002020060606A1;ABRAMSON DUSTIN, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2138;WO002020060606A1;FU DERRICK, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2139;WO002020060606A1;JOHNSON JOSEPH EDWIN, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2140;WO002020058577A1;FITZGERALD EDWARD, GB;NOKIA TECHNOLOGIES OY, FI
2141;WO002020058577A1;MARTIN LOPEZ ENRIQUE, GB;NOKIA TECHNOLOGIES OY, FI
2142;WO002020058577A1;PALYUTINA KARINA, GB;NOKIA TECHNOLOGIES OY, FI
2143;WO002020058577A1;ROENNOW TROELS F, GB;NOKIA TECHNOLOGIES OY, FI
2144;WO002020057757A1;ANDREINA SÉBASTIEN, DE;NEC LABORATORIES EUROPE GMBH, DE
2145;WO002020057757A1;BOHLI JENS-MATTHIAS, DE;NEC LABORATORIES EUROPE GMBH, DE
2146;WO002020057757A1;KARAME GHASSAN, DE;NEC LABORATORIES EUROPE GMBH, DE
2147;WO002020057757A1;LI WENTING, DE;NEC LABORATORIES EUROPE GMBH, DE
2148;WO002020057757A1;MARSON GIORGIA AZZURRA, DE;NEC LABORATORIES EUROPE GMBH, DE
2149;WO002020055384A1;MOKHASI GAURAV, IN;VISA INT SERVICE ASS, US
2150;WO002020048652A1;KARAME GHASSAN, DE;NEC LABORATORIES EUROPE GMBH, DE
2151;WO002020048652A1;LI WENTING, DE;NEC LABORATORIES EUROPE GMBH, DE
2152;WO002020047529A1;FAROOQ UMAR, US;JPMORGAN CHASE BANK NA, US
2153;WO002020047529A1;HARRIS OLIVER, US;JPMORGAN CHASE BANK NA, US
2154;WO002020047529A1;HUNTER JOHN CORWIN, US;JPMORGAN CHASE BANK NA, US
2155;WO002020047529A1;LOBBAN TYRONE, US;JPMORGAN CHASE BANK NA, US
2156;WO002020047529A1;MALLELA NAVEEN, US;JPMORGAN CHASE BANK NA, US
2157;WO002020047529A1;MOY CHRISTINE, US;JPMORGAN CHASE BANK NA, US
2158;WO002020047529A1;PATEL PALKA S, US;JPMORGAN CHASE BANK NA, US
2159;WO002020047529A1;WAN TIFFANY ASHLEY, US;JPMORGAN CHASE BANK NA, US
2160;WO002020046553A1;JOHNSON KARL R, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2161;WO002020046553A1;KRISHNAN PRADEESH UNNI, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2162;WO002020046553A1;MAVELIPATTY RANGASAMY ANAND VIJAI, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2163;WO002020046553A1;NITSCHKE SCOTT A, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2164;WO002020046553A1;PURANIK SAMEER, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2165;WO002020035320A1;GARCIA GALVAO ALMEIDA MIGUEL, DE;NEC LABORATORIES EUROPE GMBH, DE
2166;WO002020035320A1;KARAME GHASSAN, DE;NEC LABORATORIES EUROPE GMBH, DE
2167;WO002020035095A2;WANG JIYUAN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2168;WO002020035095A2;YAN XUEBING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2169;WO002020035093A2;LU ZHONGHAO, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2170;WO002020035093A2;ZHUO HAIZHEN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2171;WO002020035092A2;LU ZHONGHAO, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2172;WO002020035092A2;ZHUO HAIZHEN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2173;WO002020035091A2;GUAN YAYANG, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2174;WO002020035091A2;YANG XINYING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2175;WO002020035088A2;LU ZHONGHAO, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2176;WO002020035088A2;ZHUO HAIZHEN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2177;WO002020035087A2;LU ZHONGHAO, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2178;WO002020035087A2;ZHUO HAIZHEN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2179;WO002020035086A2;LU ZHONGHAO, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2180;WO002020035086A2;ZHUO HAIZHEN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2181;WO002020033627A1;ACHEAMPONG ENOCH, US;WALMART APOLLO LLC, US
2182;WO002020033627A1;BAUGH PRECIOUS N, US;WALMART APOLLO LLC, US
2183;WO002020033627A1;D'SOUZA DERRIC, US;WALMART APOLLO LLC, US
2184;WO002020033627A1;D'SOUZA RACHEL A, US;WALMART APOLLO LLC, US
2185;WO002020033627A1;FISCHER MICHAEL ANDREW BUDELL, US;WALMART APOLLO LLC, US
2186;WO002020033627A1;SANDERS GREG L, US;WALMART APOLLO LLC, US
2187;WO002020033627A1;WILLIAMS MICHAEL, US;WALMART APOLLO LLC, US
2188;WO002020033558A1;JOHNSON CHRIS M, US;WALMART APOLLO LLC, US
2189;WO002020033558A1;JURICH JOSEPH, US;WALMART APOLLO LLC, US
2190;WO002020033558A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2191;WO002020033556A1;JOHNSON CHRIS M, US;WALMART APOLLO LLC, US
2192;WO002020033556A1;JURICH JOSEPH, US;WALMART APOLLO LLC, US
2193;WO002020033556A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2194;WO002020033516A1;BANIK ANAND, US;WALMART APOLLO LLC, US
2195;WO002020033516A1;CHERUKU ADITYA REDDY, US;WALMART APOLLO LLC, US
2196;WO002020033516A1;DASARI TARUN, US;WALMART APOLLO LLC, US
2197;WO002020033516A1;KOLLURU MURTHY N, US;WALMART APOLLO LLC, US
2198;WO002020033516A1;SASTHIRI KISHORE, US;WALMART APOLLO LLC, US
2199;WO002020033516A1;TALASILA SUMANTH BABU, US;WALMART APOLLO LLC, US
2200;WO002020028197A1;EBY ALARIC, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2201;WO002020028197A1;FERENCZI ANDRAS, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2202;WO002020028197A1;NAIK HARISH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2203;WO002020028197A1;SUBRAHMANYAM VISHNUVAJHALA, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2204;WO002020027949A1;JOHNSON CHRISTOPHER MARK, US;WALMART APOLLO LLC, US
2205;WO002020027949A1;JURICH JR, US;WALMART APOLLO LLC, US
2206;WO002020023604A1;CANTRELL ROBERT L, US;WALMART APOLLO LLC, US
2207;WO002020023604A1;HIGH DONALD R, US;WALMART APOLLO LLC, US
2208;WO002020023604A1;MATTINGLY TODD D, US;WALMART APOLLO LLC, US
2209;WO002020023604A1;O'BRIEN JOHN J, US;WALMART APOLLO LLC, US
2210;WO002020023604A1;WILKINSON BRUCE W, US;WALMART APOLLO LLC, US
2211;WO002020023180A1;GROARKE PETER, IE;MASTERCARD INTERNATIONAL INC, US
2212;WO002020023180A1;HOSNY AHMED, IE;MASTERCARD INTERNATIONAL INC, US
2213;WO002020015978A1;FALK RAINER, DE;SIEMENS AG, DE
2214;WO002020011288A2;FENG ZHIYUAN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2215;WO002020011288A2;LI YANPENG, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2216;WO002020011287A2;ZHUO HAIZHEN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2217;WO002020011286A2;JIA BOYAN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2218;WO002020011286A2;LI YANPENG, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2219;WO002020011286A2;ZHAO WENQIANG, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
2220;WO002020007613A1;MAYER HERMANN GEORG, DE;SIEMENS AG, DE
2221;WO002020006425A1;KIM PETER, US;COINBASE INC, US
2222;WO002020005452A1;NOLAN MICHAEL, IE;INTEL CORP, US
2223;WO002020005452A1;PEFFERS SIMON N, US;INTEL CORP, US
2224;WO002020005452A1;POORNACHANDRAN RAJESH, US;INTEL CORP, US
2225;WO002020005452A1;SMITH NED M, US;INTEL CORP, US
2226;WO002019246062A1;DUGAR MANOJ, US;JPMORGAN CHASE BANK NA, US
2227;WO002019246062A1;GUPTA ABHIJIT, US;JPMORGAN CHASE BANK NA, US
2228;WO002019246062A1;MALLELA NAVEEN, US;JPMORGAN CHASE BANK NA, US
2229;WO002019246062A1;MANDHANA VAROON, US;JPMORGAN CHASE BANK NA, US
2230;WO002019246062A1;SHAH GOURANG, US;JPMORGAN CHASE BANK NA, US
2231;WO002019246062A1;STOKER MARTIJN, US;JPMORGAN CHASE BANK NA, US
2232;WO002019245803A1;HIGH DONALD, US;WALMART APOLLO LLC, US
2233;WO002019245803A1;MANGOSING SAMANTHA, US;WALMART APOLLO LLC, US
2234;WO002019245803A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2235;WO002019245803A1;O'BRIEN JOHN, US;WALMART APOLLO LLC, US
2236;WO002019245803A1;WINKLE DAVID, US;WALMART APOLLO LLC, US
2237;WO002019236708A1;IBRAHIM WAEL, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2238;WO002019233500A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2239;WO002019231952A1;HU DANQING, CN;ALIBABA GROUP HOLDING LTD, US
2240;WO002019231952A1;LIN SEN, CN;ALIBABA GROUP HOLDING LTD, US
2241;WO002019231952A1;ZHANG JUNLIANG, CN;ALIBABA GROUP HOLDING LTD, US
2242;WO002019228575A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2243;WO002019228574A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2244;WO002019228573A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2245;WO002019228572A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2246;WO002019228571A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2247;WO002019228570A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2248;WO002019228569A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2249;WO002019228568A2;TIAN SHIKUN, CN;ALIBABA GROUP HOLDING LTD, CN
2250;WO002019228567A2;ZHUO HAIZHEN, CN;ALIBABA GROUP HOLDING LTD, CN
2251;WO002019228562A2;ZHUO HAIZHEN, CN;ALIBABA GROUP HOLDING LTD, CN
2252;WO002019228561A2;LI YIZE, CN;ALIBABA GROUP HOLDING LTD, CN
2253;WO002019228561A2;YAN WENYUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2254;WO002019228561A2;YANG XINYING, CN;ALIBABA GROUP HOLDING LTD, CN
2255;WO002019228561A2;YU BENQUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2256;WO002019228561A2;ZHANG YUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2257;WO002019228560A2;LI YIZE, CN;ALIBABA GROUP HOLDING LTD, CN
2258;WO002019228560A2;YAN WENYUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2259;WO002019228560A2;YANG XINYING, CN;ALIBABA GROUP HOLDING LTD, CN
2260;WO002019228560A2;YU BENQUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2261;WO002019228560A2;ZHANG YUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2262;WO002019228559A2;LI YIZE, CN;ALIBABA GROUP HOLDING LTD, CN
2263;WO002019228559A2;YAN WENYUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2264;WO002019228559A2;YANG XINYING, CN;ALIBABA GROUP HOLDING LTD, CN
2265;WO002019228559A2;YU BENQUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2266;WO002019228559A2;ZHANG YUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2267;WO002019228558A2;CHEN SHENGLONG, CN;ALIBABA GROUP HOLDING LTD, CN
2268;WO002019228550A2;ZHUO HAIZHEN, CN;ALIBABA GROUP HOLDING LTD, CN
2269;WO002019228549A2;LI ZHIGUO, CN;ALIBABA GROUP HOLDING LTD, CN
2270;WO002019227052A1;JOHNSON CHRISTOPHER, US;WALMART APOLLO LLC, US
2271;WO002019227025A1;JOHNSON CHRISTOPHER, US;WALMART APOLLO LLC, US
2272;WO002019226986A1;JOHNSON CHRISTOPHER M, US;WALMART APOLLO LLC, US
2273;WO002019226489A1;ANGELOS TERRY, US;VISA INT SERVICE ASS, US
2274;WO002019226489A1;MALKANI ANIRUDH, US;VISA INT SERVICE ASS, US
2275;WO002019226489A1;SHANLEY ANTHONY, US;VISA INT SERVICE ASS, US
2276;WO002019226489A1;SHEFFIELD CUY, US;VISA INT SERVICE ASS, US
2277;WO002019226230A1;CHAUHAN VED, IN;MASTERCARD INTERNATIONAL INC, US
2278;WO002019226230A1;KAUR KOMALPREET, IN;MASTERCARD INTERNATIONAL INC, US
2279;WO002019226230A1;KUMAWAT JAIPAL, IN;MASTERCARD INTERNATIONAL INC, US
2280;WO002019226230A1;MEHROTRA VIPUL, IN;MASTERCARD INTERNATIONAL INC, US
2281;WO002019220270A1;WRIGHT CRAIG STEVEN, GB;NCHAIN HOLDINGS LTD, AG
2282;WO002019217712A1;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, US
2283;WO002019217712A1;WANG HUSEN, CN;ALIBABA GROUP HOLDING LTD, US
2284;WO002019217692A1;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, US
2285;WO002019217692A1;WANG HUSHEN, CN;ALIBABA GROUP HOLDING LTD, US
2286;WO002019217598A1;LU XUMNG, CN;ALIBABA GROUP HOLDING LTD, US
2287;WO002019217598A1;WANG HUSHEN, CN;ALIBABA GROUP HOLDING LTD, US
2288;WO002019217424A1;JURICH JOSEPH, US;WALMART APOLLO LLC, US
2289;WO002019217424A1;WILKINSON BRUCE, US;WALMART APOLLO LLC, US
2290;WO002019217213A1;GOLLOGLY JONATHAN, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2291;WO002019214756A2;LI ZHIGUO, CN;ALIBABA GROUP HOLDING LTD, CN
2292;WO002019212663A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
2293;WO002019212663A1;GUPTA AMIT, IN;MASTERCARD INTERNATIONAL INC, US
2294;WO002019212663A1;MITTAL SHREYA, IN;MASTERCARD INTERNATIONAL INC, US
2295;WO002019209555A1;CHEN HAO, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2296;WO002019209555A1;HAN KYOOHYUNG, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2297;WO002019209536A1;NAGARAJAN VENKATESH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2298;WO002019204426A1;BLACHER ZACHARY, US;COINBASE INC, US
2299;WO002019204426A1;BORREY JULIAN, US;COINBASE INC, US
2300;WO002019204426A1;KEARNEY JACK, US;COINBASE INC, US
2301;WO002019204426A1;LIU YOLANDA, US;COINBASE INC, US
2302;WO002019204426A1;MARTIN PHILIP, US;COINBASE INC, US
2303;WO002019204414A1;ARMSTRONG ROBERT, US;WALMART APOLLO LLC, US
2304;WO002019204414A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2305;WO002019204414A1;TOVEY DAVID, US;WALMART APOLLO LLC, US
